year,president,script
2004,Bush2,strong america must also value institution marriage believe respect individual take principled stand one fundamental enduring institution civilization congress already taken stand issue passing defense marriage act signed 1996 president clinton statute protects marriage federal law union man woman declares one state may redefine marriage state activist judge however begun redefining marriage court order without regard people elected representative issue great consequence people voice must heard judge insist forcing arbitrary upon people alternative left people would constitutional process nation must defend sanctity marriage
2004,Bush2,also important strengthen community unleashing compassion america religious institution religious charity every creed vital work country mentoring child feeding hungry taking hand lonely yet government often denied social service grant contract group cross star david crescent wall executive order opened billion dollar grant money competition includes faithbased charity tonight ask codify law people faith know law never discriminate
2004,Bush2,past worked together bring mentor child prisoner provide treatment addicted help homeless tonight ask consider another group american need help year 600000 inmate released prison back society know long experience cant find work home help much likely commit crime return prison tonight propose fouryear 300 million dollar prisoner reentry initiative expand job training placement service provide transitional housing help newly released prisoner get mentoring including faithbased group america land second chance gate prison open path ahead lead better life
2004,Bush2,american last three year brought test ask achievement shared action shown kind nation grief found grace go challenge rediscovered courage daring free people victory shown noble aim heart america come far sense live time set apart
2004,Bush2,witness character american people shown calm time danger compassion one another toughness long haul u partner great enterprise even youngest understand living historic time last month girl lincoln rhode island sent letter began dear george w bush anything know ashley pearson age 10 help anyone please send letter tell save country added p send letter troop please put ashley pearson belief tonight ashley message troop conveyed yes duty study hard school listen mom dad help someone need friend see man woman uniform say part u great chamber best keep rest america safe free
2004,Bush2,fellow citizen move forward confidence faith nation strong steadfast cause serve right cause mankind momentum freedom world unmistakable carried forward power alone trust greater power guide unfolding year come know purpose true
2005,Bush2,new congress gather u elected branch government share great privilege weve placed office vote people serve tonight privilege share newlyelected leader afghanistan palestinian territory ukraine free sovereign iraq
2005,Bush2,two week ago stood step capitol renewed commitment nation guiding ideal liberty evening set forth policy advance ideal home around world
2005,Bush2,generation blessed expansion opportunity advance medicine security purchased parent sacrifice see little gray mirror lot gray watch child moving adulthood ask question state union member congress choice make together answer question next several month issue issue let u american always done build better world child grandchild
2005,Bush2,first must steward economy renew great institution million fellow citizen rely america economy fastest growing major industrialized nation past four year provided tax relief every person pay income tax overcome recession opened new market abroad prosecuted corporate criminal raised homeownership highest level history last year alone united state added 23 million new job action needed congress delivered nation grateful
2005,Bush2,america prosperity requires restraining spending appetite federal government welcome bipartisan enthusiasm spending discipline send budget hold growth discretionary spending inflation make tax relief permanent stay track cut deficit half 2009 budget substantially reduces eliminates 150 government program getting result duplicate current effort fulfill essential priority principle clear taxpayer dollar must spent wisely
2005,Bush2,make economy stronger dynamic must prepare rising generation fill job 21st century child left behind act standard higher test score rise closing achievement gap minority student must demand better result high school every high school diploma ticket success help additional 200000 worker get training better career reforming job training system strengthening america community college well make easier american afford college education increasing size pell grant
2005,Bush2,make economy stronger competitive america must reward punish effort dream entrepreneur small business path advancement especially woman minority must free small business needle regulation protect honest jobcreators junk lawsuit justice distorted economy held back irresponsible classactions frivolous asbestos claim urge congress pas legal reform year
2005,Bush2,make economy stronger productive must make health care affordable give family greater access coverage control health decision ask congress move forward comprehensive health care agenda tax credit help lowincome worker buy insurance community health center every poor county improved information technology prevent medical error needle cost association health plan small business employee expanded health saving account medical liability reform reduce health care cost make sure patient doctor care need
2005,Bush2,keep economy growing also need reliable supply affordable environmentally responsible energy nearly four year ago submitted comprehensive energy strategy encourages conservation alternative source modernized electricity grid production home including safe clean nuclear energy clear sky legislation cut power plant pollution improve health citizen budget provides strong funding leadingedge technology hydrogenfueled car clean coal renewable source ethanol four year debate enough urge congress pas legislation make america secure le dependent foreign energy
2005,Bush2,proposal essential expand economy add new job beginning duty build prosperity future generation must update institution created meet need earlier time year year american burdened archaic incoherent federal tax code ive appointed bipartisan panel examine tax code top bottom recommendation delivered work together give nation tax code progrowth easy understand fair
2005,Bush2,america immigration system also outdated unsuited need economy value country content law punish hardworking people want provide family deny business willing worker invite chaos border time immigration policy permit temporary guest worker fill job american take reject amnesty tell u entering leaving country close border drug dealer terrorist
2005,Bush2,one america important institution symbol trust generation also need wise effective reform social security great moral success 20th century must honor great purpose new century system however current path headed toward bankruptcy must join together strengthen save social security
2005,Bush2,45 million american receive social security benefit million nearing retirement system sound fiscally strong message every american 55 older let anyone mislead social security system change way younger worker social security system serious problem grow worse time social security created decade ago different era day people live long benefit much lower halfcentury ago sixteen worker paid system person drawing benefit
2005,Bush2,society changed way founder social security could foreseen today world people living longer therefore drawing benefit longer benefit scheduled rise dramatically next decade instead sixteen worker paying every beneficiary right three worker next decade number fall two worker per beneficiary passing year fewer worker paying everhigher benefit everlarger number retiree
2005,Bush2,result thirteen year 2018 social security paying take every year afterward bring new shortfall bigger year example year 2027 government somehow come extra 200 billion keep system afloat 2033 annual shortfall would 300 billion year 2042 entire system would exhausted bankrupt step taken avert outcome solution would dramatically higher tax massive new borrowing sudden severe cut social security benefit government program
2005,Bush2,recognize 2018 2042 may seem long way date distant parent tell fiveyearold already concerned youll pay college tuition 13 year road youve got child 20 u idea social security collapsing retire seem small matter small matter united state congress share responsibility must pas reform solve financial problem social security
2005,Bush2,fixing social security permanently require open candid review option suggested limiting benefit wealthy retiree former congressman tim penny raised possibility indexing benefit price rather wage 1990s predecessor president clinton spoke increasing retirement age former senator john breaux suggested discouraging early collection social security benefit late senator daniel patrick moynihan recommended changing way benefit calculated idea table
2005,Bush2,know none reform would easy move ahead courage honesty childrens retirement security important partisan politics work member congress find effective combination reform listen anyone idea offer must however guided basic principle must make social security permanently sound leave task another day must jeopardize economic strength increasing payroll tax must ensure lowerincome american get help need dignity peace mind retirement must guarantee change retired nearing retirement must take care change system gradual younger worker year prepare plan future
2005,Bush2,fix social security also responsibility make system better deal younger worker best way reach goal voluntary personal retirement account idea work right set portion money earn taken paycheck pay social security benefit today retiree younger worker believe able set aside part money retirement account build nest egg future
2005,Bush2,here personal account better deal money grow time greater rate anything current system deliver account provide money retirement check receive social security addition youll able pas along money accumulates personal account wish child grandchild best money account government never take away
2005,Bush2,goal greater security retirement set careful guideline personal account well make sure money go conservative mix bond stock fund well make sure earnings eaten hidden wall street fee well make sure option protect investment sudden market swing eve retirement well make sure personal account cannot emptied rather paid time addition traditional social security benefit well make sure plan fiscally responsible starting personal retirement account gradually raising yearly limit contribution time eventually permitting worker set aside four percentage point payroll tax account
2005,Bush2,personal retirement account familiar federal employee already something similar called thrift saving plan let worker deposit portion paycheck five different broadlybased investment fund time extend security choice ownership young american
2005,Bush2,second great responsibility child grandchild honor pas along value sustain free society many generation long journey come home family faith determined bring responsible moral child government source value government never undermine
2005,Bush2,society measured treat weak vulnerable must strive build culture life medical research help u reach goal developing treatment cure save life help people overcome disability congress doubling funding national institute health build culture life must also ensure scientific advance always serve human dignity take advantage life benefit others able agree able agree clear standard work congress ensure human embryo created experimentation grown body part human life never bought sold commodity america continue lead world medical research ambitious aggressive always ethical
2005,Bush2,court must always deliver impartial justice judge duty faithfully interpret law legislate bench president constitutional responsibility nominate men woman understand role court democracy wellqualified serve bench done constitution also give senate responsibility every judicial nominee deserves vote
2005,Bush2,one deepest value country compassion must never turn away citizen feel isolated opportunity america government continue support faithbased community group bring hope harsh place need focus giving young people especially young men city better option apathy gang jail tonight propose threeyear initiative help organization keep young people gang show young men ideal manhood respect woman reject violence taking gang life one part broader outreach atrisk youth involves parent pastor coach community leader program ranging literacy sport proud leader nationwide effort first lady laura bush
2005,Bush2,hivaids brings suffering fear many life ask reauthorize ryan white act encourage prevention provide care treatment victim disease update important law must focus effort fellow citizen highest rate new case african american men woman
2005,Bush2,one main source national unity belief equal justice need make sure american race background confidence system provides justice america must make doubly sure person held account crime commit dramatically expanding use dna evidence prevent wrongful conviction soon send congress proposal fund special training defense counsel capital case people trial life must competent lawyer side
2005,Bush2,three half year since september 11th 2001 taken unprecedented action protect american weve created new department government defend homeland focused fbi preventing terrorism begun reform intelligence agency broken terror cell across country expanded research defense biological chemical attack improved border security trained halfmillion first responder police firefighter air marshal researcher many others working every day make homeland safer
2005,Bush2,nation working ally friend also confronted enemy abroad measure determined successful continuing al qaeda terror network attacked country still leader many top commander removed still government sponsor harbor terrorist number declined still regime seeking weapon mass destruction longer without attention without consequence country still target terrorist want kill many intimidate u stay offensive fight
2005,Bush2,pursuing enemy vital commitment war terror congress providing serviceman woman resource needed time war must continue support military give tool victory
2005,Bush2,nation around globe stood u afghanistan international force helping provide security iraq 28 country troop ground united nation european union provided technical assistance election nato leading mission help train iraqi officer cooperating 60 government proliferation security initiative detect stop transit dangerous material working closely government asia convince north korea abandon nuclear ambition pakistan saudi arabia nine country captured detained al qaeda terrorist next four year administration continue build coalition defeat danger time
2005,Bush2,longterm peace seek achieved eliminating condition feed radicalism ideology murder whole region world remain despair grow hatred recruiting ground terror terror stalk america free nation decade force powerful enough stop rise tyranny terror replace hatred hope force human freedom enemy know terrorist zarqawi recently declared war called evil principle democracy weve declared intention america stand ally freedom support democratic movement middle east beyond ultimate goal ending tyranny world
2005,Bush2,united state right desire intention impose form government anyone else one main difference u enemy seek impose expand empire oppression tiny group brutal selfappointed ruler control every aspect every life aim build preserve community free independent nation government answer citizen reflect culture democracy respect people neighbor advance freedom lead peace
2005,Bush2,advance great momentum time shown woman voting afghanistan palestinian choosing new direction people ukraine asserting democratic right electing president witnessing landmark event history liberty coming year add story
2005,Bush2,beginning reform democracy palestinian territory showing power freedom break old pattern violence failure tomorrow morning secretary state rice departs trip take israel west bank meeting prime minister sharon president abbas discus friend help palestinian people end terror build institution peaceful independent democratic state promote democracy ask congress 350 million support palestinian political economic security reform goal two democratic state israel palestine living side side peace within reach america help achieve goal
2005,Bush2,promote peace stability broader middle east united state work friend region fight common threat terror encourage higher standard freedom hopeful reform already taking hold arc morocco jordan bahrain government saudi arabia demonstrate leadership region expanding role people determining future great proud nation egypt showed way toward peace middle east show way toward democracy middle east
2005,Bush2,promote peace broader middle east must confront regime continue harbor terrorist pursue weapon mass murder syria still allows territory part lebanon used terrorist seek destroy every chance peace region passed applying syrian accountability act expect syrian government end support terror open door freedom iran remains world primary state sponsor terror pursuing nuclear weapon depriving people freedom seek deserve working european ally make clear iranian regime must give uranium enrichment program plutonium reprocessing end support terror iranian people say tonight stand liberty america stand
2005,Bush2,generational commitment advance freedom especially middle east tested honored iraq country vital front war terror terrorist chosen make stand men woman uniform fighting terrorist iraq face home victory freedom iraq strengthen new ally war terror inspire democratic reformer damascus tehran bring hope progress troubled region thereby lift terrible threat life child grandchild
2005,Bush2,succeed iraqi people value liberty showed world last sunday across iraq often great risk million citizen went poll elected 275 men woman represent new transitional national assembly young woman baghdad told waking sound mortar fire election day wondering might dangerous vote said hearing explosion occurred insurgent weak afraid democracy losing got husband got parent came voted together
2005,Bush2,american recognize spirit liberty share nation casting vote act civic responsibility million iraqi also act personal courage earned respect u
2005,Bush2,one iraq leading democracy human right advocate safia taleb alsuhail say country occupied 35 year saddam hussein real occupation american people paid cost soldier eleven year ago safias father assassinated saddam intelligence service three day ago baghdad safia finally able vote leader country honored u tonight
2005,Bush2,terrorist insurgent violently opposed democracy continue attack yet terrorist powerful myth destroyed whole world seeing car bomber assassin fighting coalition force trying destroy hope iraqi expressed free election whole world know small group extremist overturn iraqi people
2005,Bush2,succeed iraq iraqi determined fight freedom write history prime minister allawi said speech congress last september ordinary iraqi anxious shoulder security burden country quickly possible natural desire independent nation also stated mission coalition iraq new political situation iraq open new phase work country
2005,Bush2,recommendation commander ground consultation iraqi government increasingly focus effort helping prepare capable iraqi security force force skilled officer effective command structure force become selfreliant take greater security responsibility america coalition partner increasingly supporting role end iraqi must able defend country help proud new nation secure liberty
2005,Bush2,recently iraqi interpreter said reporter tell america abandon u iraqi certain military strategy adapting circumstance commitment remains firm unchanging standing freedom iraqi friend freedom iraq make america safer generation come set artificial timetable leaving iraq would embolden terrorist make believe wait u iraq achieve result country democratic representative people peace neighbor able defend result achieved men woman serving iraq return home honor earned
2005,Bush2,right american uniform serving post across world often taking great risk order given training equipment given u example idealism character make every american proud volunteer military unrelenting battle unwavering loyalty unmatched honor decency every day theyre making nation secure serviceman woman survived terrible injury grateful country everything help recover said farewell men woman died freedom whose memory nation honor forever
2005,Bush2,one name honor marine corp sergeant byron norwood pflugerville texas killed assault fallujah mom janet sent letter told much byron loved marine proud front line terror wrote byron home last time said wanted protect since born hugged said youve done job mom turn protect lady gentleman grateful heart honor freedom defender military family represented evening sergeant norwoods mom dad janet bill norwood
2005,Bush2,four year american seen unfolding large event known time sorrow hour uncertainty day victory history even disagreed seen thread purpose unite u attack freedom world reaffirmed confidence freedom power change world part great venture extend promise freedom country renew value sustain liberty spread peace freedom brings
2005,Bush2,franklin roosevelt reminded american age dream dying one coming birth live country biggest dream born abolition slavery dream fulfilled liberation europe fascism dream achieved fall imperial communism dream one day accomplished generation dream also go forward confidence road providence uneven unpredictable yet know lead lead freedom
2006,Bush2,nation lost beloved graceful courageous woman called america founding ideal carried noble dream tonight comforted hope glad reunion husband taken long ago grateful life coretta scott king
2006,Bush2,time invited rostrum humbled privilege mindful history seen together gathered capitol dome moment national mourning national achievement served america one consequential period history honor serve
2006,Bush2,system two party two chamber two elected branch always difference debate even tough debate conducted civil tone difference cannot allowed harden anger confront great issue u must act spirit respect one another part tonight state union strong together make stronger
2006,Bush2,decisive year make choice determine future character country choose act confidently pursuing enemy freedom retreat duty hope easier life choose build prosperity leading world economy shut trade opportunity complex challenging time road isolationism protectionism may seem broad inviting yet end danger decline way protect people way secure peace way control destiny leadership united state america continue lead
2006,Bush2,abroad nation committed historic longterm goal seek end tyranny world dismiss goal misguided idealism reality future security america depends september 11th 2001 found problem originating failed oppressive state seven thousand mile away could bring murder destruction country dictatorship shelter terrorist feed resentment radicalism seek weapon mass destruction democracy replace resentment hope respect right citizen neighbor join fight terror every step toward freedom world make country safer act boldly freedom cause
2006,Bush2,far hopeless dream advance freedom great story time 1945 two dozen lonely democracy earth 122 writing new chapter story selfgovernment woman lining vote afghanistan million iraqi marking liberty purple ink men woman lebanon egypt debating right individual necessity freedom start 2006 half people world live democratic nation forget half place syria burma zimbabwe north korea iran demand justice peace world require freedom well
2006,Bush2,one deny success freedom men rage fight one main source reaction opposition radical islam perversion noble faith ideology terror death terrorist bin laden serious mass murder u must take declared intention seriously seek impose heartless system totalitarian control throughout middle east arm weapon mass murder aim seize power iraq use safe launch attack america world lacking military strength challenge u directly terrorist chosen weapon fear murder child school beslan blow commuter london behead bound captive terrorist hope horror break allowing violent inherit earth miscalculated love freedom fight keep
2006,Bush2,time testing cannot find security abandoning commitment retreating within border leave vicious attacker alone would leave u alone would simply move battlefield shore peace retreat honor retreat allowing radical islam work leaving assaulted world fend would signal longer believe ideal even courage enemy friend certain united state retreat world never surrender evil
2006,Bush2,america reject false comfort isolationism nation saved liberty europe liberated death camp helped raise democracy faced evil empire accept call history deliver oppressed move world toward peace
2006,Bush2,offensive iraq clear plan victory first helping iraqi build inclusive government old resentment eased insurgency marginalized second continuing reconstruction effort helping iraqi government fight corruption build modern economy iraqi experience benefit freedom third striking terrorist target train iraqi force increasingly capable defeating enemy iraqi showing courage every day proud ally cause freedom
2006,Bush2,work iraq difficult enemy brutal brutality stopped dramatic progress new democracy le three year nation gone dictatorship liberation sovereignty constitution national election time coalition relentless shutting terrorist infiltration clearing insurgent stronghold turning territory iraqi security force confident plan victory confident iraqi people confident skill spirit military fellow citizen fight win winning
2006,Bush2,road victory road take troop home make progress ground iraqi force increasingly take lead able decrease troop level decision made military commander politician washington dc
2006,Bush2,coalition learned experience iraq adjusted military tactic changed approach reconstruction along way benefited responsible criticism counsel offered member congress party coming year continue reach seek advice
2006,Bush2,much balance u public office duty speak candor sudden withdrawal force iraq would abandon iraqi ally death prison put men bin laden zarqawi charge strategic country show pledge america mean little member congress however feel decision debate past nation one option must keep word defeat enemy stand behind american military vital mission
2006,Bush2,men woman uniform making sacrifice showing sense duty stronger fear know fight house house maze street wear heavy gear desert heat see comrade killed roadside bomb know cost also know stake marine staff sergeant dan clay killed last month fighting enemy fallujah left behind letter family word could well addressed every american dan wrote know honor honor protect serve faced death secure knowledge would never falter hesitate honor support u honor protecting worth protecting
2006,Bush2,staff sergeant dan clay wife lisa mom dad sara jo bud u evening nation grateful fallen live memory country grateful volunteer wear nation uniform honor brave troop let u never forget sacrifice america military family
2006,Bush2,offensive terror involves military action ultimately way defeat terrorist defeat dark vision hatred fear offering hopeful alternative political freedom peaceful change united state america support democratic reform across broader middle east election vital beginning raising democracy requires rule law protection minority strong accountable institution last longer single vote great people egypt voted multiparty presidential election government open path peaceful opposition reduce appeal radicalism palestinian people voted election leader hamas must recognize israel disarm reject terrorism work lasting peace saudi arabia taken first step reform offer people better future pressing forward effort democracy middle east look reflect tradition citizen yet liberty future every nation middle east liberty right hope humanity
2006,Bush2,true iran nation held hostage small clerical elite isolating repressing people regime country sponsor terrorist palestinian territory lebanon must come end iranian government defying world nuclear ambition nation world must permit iranian regime gain nuclear weapon america continue rally world confront threat tonight let speak directly citizen iran america respect respect country respect right choose future win freedom nation hope one day closest friend free democratic iran
2006,Bush2,overcome danger world must also take offensive encouraging economic progress fighting disease spreading hope hopeless land isolationism would tie hand fighting enemy would keep u helping friend desperate need show compassion abroad american believe godgiven dignity worth villager hivaids infant malaria refugee fleeing genocide young girl sold slavery also show compassion abroad region overwhelmed poverty corruption despair source terrorism organized crime human trafficking drug trade
2006,Bush2,recent year taken unprecedented action fight aid malaria expand education girl reward developing nation moving forward economic political reform people everywhere united state partner better life shortchanging effort would increase suffering chaos world undercut longterm security dull conscience country urge member congress serve interest america showing compassion america
2006,Bush2,country must also remain offensive terrorism home enemy lost desire capability attack u fortunately nation superb professional law enforcement intelligence military homeland security men woman dedicating life protecting u deserve support thanks also deserve tool already use fight drug trafficking organized crime ask reauthorize patriot act
2006,Bush2,said prior attack september 11th government failed connect dot conspiracy know two hijacker united state placed telephone call alqaida operative overseas know plan late prevent another attack based authority given constitution statute authorized terrorist surveillance program aggressively pursue international communication suspected alqaida operative affiliate america previous president used constitutional authority federal court approved use authority appropriate member congress kept informed terrorist surveillance program helped prevent terrorist attack remains essential security america people inside country talking alqaida want know sit back wait hit
2006,Bush2,area disruption terror network victory iraq spread freedom hope troubled region need support friend ally draw support must always clear principle willing act alternative american leadership dramatically dangerous anxious world yet also choose lead privilege serve value gave u birth american leader roosevelt truman kennedy reagan rejected isolation retreat knew america always secure freedom march generation long war determined enemy war fought president party need steady bipartisan support congress tonight ask together let u protect country support men woman defend u lead world toward freedom
2006,Bush2,economy healthy vigorous growing faster major industrialized nation last twoandahalf year america created 46 million new job japan european union combined even face higher energy price natural disaster american people turned economic performance envy world
2006,Bush2,american economy preeminent cannot afford complacent dynamic world economy seeing new competitor china india creates uncertainty make easier feed people fear seeing old temptation return protectionist want escape competition pretending keep high standard living walling economy others say government need take larger role directing economy centralizing power washington increasing tax hear claim immigrant somehow bad economy even though economy could function without form economic retreat lead direction toward stagnant secondrate economy
2006,Bush2,tonight set better path agenda nation competes confidence agenda raise standard living generate new job american fear economic future intend shape
2006,Bush2,keeping america competitive begin keeping economy growing economy grows american money spend save invest last five year tax relief passed left 880 billion dollar hand american worker investor small business family used help produce four year uninterrupted economic growth yet tax relief set expire next year nothing american family face massive tax increase expect welcome
2006,Bush2,keeping america competitive requires u steward tax dollar every year presidency reduced growth nonsecurity discretionary spending last year passed bill cut spending year budget cut reduce eliminate 140 program performing poorly fulfilling essential priority passing reform save american taxpayer another 14 billion dollar next year stay track cut deficit half 2009 pleased member congress working earmark reform federal budget many special interest project tackle problem together pas lineitem veto
2006,Bush2,must also confront larger challenge mandatory spending entitlement year first 78 million baby boomer turn 60 including two dad favorite people president bill clinton milestone personal crisis national challenge retirement baby boom generation put unprecedented strain federal government 2030 spending social security medicare medicaid alone almost 60 percent entire federal budget present future congress impossible choice staggering tax increase immense deficit deep cut every category spending
2006,Bush2,congress act last year proposal save social security yet rising cost entitlement problem going away every year fail act situation get worse tonight ask join creating commission examine full impact baby boom retirement social security medicare medicaid commission include member congress party offer bipartisan answer need put aside partisan politics work together get problem solved
2006,Bush2,keeping america competitive requires u open market american make grow one every five factory job america related global trade want people everywhere buy american open market level playing field one outproduce outcompete american worker
2006,Bush2,keeping america competitive requires immigration system upholds law reflects value serf interest economy nation need orderly secure border meet goal must stronger immigration enforcement border protection must rational humane guest worker program reject amnesty allows temporary job people seek legally reduces smuggling crime border
2006,Bush2,keeping america competitive requires affordable health care government responsibility help provide health care poor elderly meeting responsibility american must confront rising cost care strengthen doctorpatient relationship help people afford insurance coverage need make wider use electronic record health information technology help control cost reduce dangerous medical error strengthen health saving account making sure individual small business employee buy insurance advantage people working big business get make coverage portable worker switch job without worry losing health insurance lawsuit driving many doctor practice leaving woman nearly 1500 american county without single obgyn ask congress pas medical liability reform year
2006,Bush2,best way break addiction technology since 2001 spent nearly 10 billion dollar develop cleaner cheaper reliable alternative energy source threshold incredible advance tonight announce advanced energy initiative 22percent increase cleanenergy research department energy push breakthrough two vital area change power home office invest zeroemission coalfired plant revolutionary solar wind technology clean safe nuclear energy
2006,Bush2,must also change power automobile increase research better battery hybrid electric car pollutionfree car run hydrogen also fund additional research cuttingedge method producing ethanol corn wood chip stalk switch grass goal make new kind ethanol practical competitive within six year breakthrough new technology help u reach another great goal replace 75 percent oil import middle east 2025 applying talent technology america country dramatically improve environment move beyond petroleumbased economy make dependence middle eastern oil thing past
2006,Bush2,keep america competitive one commitment necessary must continue lead world human talent creativity greatest advantage world always educated hardworking ambitious people going keep edge tonight announce american competitiveness initiative encourage innovation throughout economy give nation child firm grounding math science
2006,Bush2,first propose double federal commitment critical basic research program physical science next ten year funding support work america creative mind explore promising area nanotechnology supercomputing alternative energy source
2006,Bush2,second propose make permanent research development tax credit encourage bolder privatesector investment technology research public private sector improve quality life ensure america lead world opportunity innovation decade come
2006,Bush2,third need encourage child take math science make sure course rigorous enough compete nation made start early grade child left behind act raising standard lifting test score across country tonight propose train 70000 high school teacher lead advancedplacement course math science bring 30000 math science professional teach classroom give early help student struggle math better chance highwage job ensure america child succeed life ensure america succeeds world
2006,Bush2,recent year america become hopeful nation violent crime rate fallen lowest level since 1970s welfare case dropped half past decade drug use among youth 19 percent since 2001 fewer abortion america point last three decade number child born teenage mother falling dozen year row
2006,Bush2,gain evidence quiet transformation revolution conscience rising generation finding life personal responsibility life fulfillment government played role wise policy welfare reform drug education support abstinence adoption made difference character country everyone tonight democrat republican right proud record
2006,Bush2,yet many american especially parent still deep concern direction culture health basic institution concerned unethical conduct public official discouraged activist court try redefine marriage worry child society need direction love fellow citizen still displaced natural disaster suffering caused treatable disease
2006,Bush2,hopeful society depends court deliver equal justice law supreme court two superb new member chief justice john robert justice sam alito senate confirming continue nominate men woman understand judge must servant law legislate bench mark official retirement special american 24 year faithful service nation united state grateful justice sandra day oconnor
2006,Bush2,hopeful society institution science medicine cut ethical corner recognize matchless value every life tonight ask pas legislation prohibit egregious abuse medical research human cloning form creating implanting embryo experiment creating humananimal hybrid buying selling patenting human embryo human life gift creator gift never discarded devalued put sale
2006,Bush2,hopeful society expects elected official uphold public trust honorable people party working reform strengthen ethical standard washington support effort u made pledge worthy public responsibility pledge must never forget never dismiss never betray
2006,Bush2,hopeful society give special attention child lack direction love helping america youth initiative encouraging caring adult get involved life child work led first lady laura bush year add resource encourage young people stay school america youth raise sight achieve dream
2006,Bush2,hopeful society come aid fellow citizen time suffering emergency stay back foot far federal government committed 85 billion dollar people gulf coast new orleans removing debris repairing highway building stronger levee providing business loan housing assistance yet meet immediate need must also address deeper challenge existed storm arrived new orleans place many fellow citizen felt excluded promise country answer temporary relief school teach every child job skill bring upward mobility opportunity home start business recover disaster let u also work day american protected justice equal hope rich opportunity
2006,Bush2,hopeful society act boldly fight disease hivaids prevented treated defeated million american live hiv half aid case occur among africanamericans ask congress reform reauthorize ryan white act provide new funding state end waiting list aid medicine america also lead nationwide effort working closely africanamerican church faithbased group deliver rapid hiv test million end stigma aid come closer day new infection america
2006,Bush2,fellow citizen called leadership period consequence entered great ideological conflict nothing invite see great change science commerce influence life sometimes seem history turning wide arc toward unknown shore
2006,Bush2,yet destination history determined human action every great movement history come point choosing lincoln could accepted peace cost disunity continued slavery martin luther king could stopped birmingham selma achieved half victory segregation united state could accepted permanent division europe complicit oppression others come far historical journey must decide turn back finish well
2006,Bush2,history written book written courage american u show courage finish well lead freedom advance compete excel global economy renew defining moral commitment land move forward optimistic country faithful cause confident victory come
2007,Bush2,day late congressman thomas dalesandro jr baltimore maryland saw president roosevelt truman rostrum nothing could compare sight daughter nancy presiding tonight speaker house representative congratulation madam speaker
2007,Bush2,rite custom brings u together defining hour decision hard courage needed enter year 2007 large endeavor underway others begin much asked u must face difficult challenge determined enemy wisdom face together
2007,Bush2,chamber new house senate congratulate democrat majority congress changed responsibility u guided conviction must stay faithful yet held standard called serve purpose extend nation prosperity spend people money wisely solve problem leave future generation guard america evil keep faith sent forth defend u
2007,Bush2,first come government divided uncertainty air many u work difference achieve big thing american people citizen much care side aisle sit long willing cross aisle work done job make life better fellow american help build future hope opportunity business u tonight
2007,Bush2,future hope opportunity begin growing economy 41st month uninterrupted job growth recovery created 72 million new job far unemployment low inflation low wage rising economy move job keep way government enterprise
2007,Bush2,first must balance federal budget without raising tax need impose spending discipline washington dc set goal cutting deficit half 2009 met goal three year ahead schedule let u take next step coming week submit budget eliminates federal deficit within next five year ask make commitment together restrain spending appetite federal government balance federal budget
2007,Bush2,next matter earmark special interest item often slipped bill last hour even cspan watching 2005 alone number earmark grew 13000 totaled nearly 18 billion even worse 90 percent earmark never make floor house senate dropped committee report even part bill arrives desk didnt vote law didnt sign law yet theyre treated force law time come end practice let u work together reform budget process expose every earmark light day vote congress cut number cost earmark least half end session
2007,Bush2,finally keep economy strong must take challenge entitlement social security medicare medicaid commitment conscience duty keep permanently sound yet failing duty failure one day leave child three bad option huge tax increase huge deficit huge immediate cut benefit everyone chamber know true yet somehow found act let u work together enough sense goodwill fix medicare medicaid save social security
2007,Bush2,spreading opportunity hope america also requires public school give child knowledge character need life five year ago rose partisan difference pas child left behind act preserving local control raising standard holding school accountable result acted student performing better reading math minority student closing achievement gap
